id,pid,ms_subclass,ms_zoning,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
1831,532479120,85,RL,9.719985298994011,3,CulDSac,Sawyer,SFoyer,5,5,1975,1981,HdBoard,None,0.0,CBlock,1390.0,0.0,1390.0,3,0,1.0,0.0,2,0,3,1,6,2,2.0,0,0,1,2007,12.049418835484797
2836,908227030,50,RL,9.071882578828616,4,FR2,Edwards,1.5Fin,4,5,1924,1950,Wd Sdng,None,0.0,BrkTil,0.0,1093.0,1093.0,3,576,0.0,0.0,1,1,4,1,9,0,1.0,0,0,5,2006,11.580584113444043
1955,535403030,20,RL,9.02401079378469,3,Inside,NAmes,1Story,6,6,1968,1968,Wd Sdng,BrkFace,86.0,CBlock,952.0,0.0,952.0,4,0,1.0,0.0,1,0,3,1,5,0,1.0,0,0,8,2007,11.763684183317412
1926,535179120,20,RL,9.187071745036828,4,Inside,NAmes,1Story,5,5,1957,1957,Wd Sdng,None,0.0,CBlock,512.0,410.0,922.0,3,0,1.0,0.0,1,0,2,1,5,0,1.0,0,34,4,2007,11.661345470088502
2924,923250060,20,RL,9.764225485202621,4,Inside,Mitchel,1Story,5,5,1977,1977,BrkFace,None,0.0,CBlock,936.0,190.0,1126.0,2,0,1.0,0.0,2,0,3,1,5,1,2.0,295,41,5,2006,11.982929094215963
1003,527145090,120,RL,8.531096096585228,3,Inside,StoneBr,1Story,8,5,1992,1992,HdBoard,None,0.0,PConc,0.0,1280.0,1280.0,5,0,0.0,0.0,2,0,2,1,5,0,2.0,0,82,8,2008,12.100712129872347
1667,527404050,20,RL,8.977146484808472,4,Inside,NAmes,1Story,5,5,1970,2002,HdBoard,BrkFace,32.0,CBlock,81.0,214.0,914.0,5,0,0.0,0.0,1,0,3,1,5,0,1.0,120,0,10,2007,11.79810440720389
2905,923202025,90,RM,8.856518497019858,4,Inside,Mitchel,SFoyer,7,5,1997,1997,MetalSd,BrkFace,200.0,PConc,1243.0,45.0,1288.0,4,0,2.0,0.0,2,0,2,2,8,0,4.0,0,48,11,2006,12.2783933071098
921,909276110,70,RL,8.922658299524402,3,Inside,Crawfor,2Story,6,7,1942,1950,Wd Sdng,None,0.0,CBlock,547.0,224.0,771.0,2,741,0.0,0.0,1,0,3,1,7,2,1.0,0,0,11,2009,12.086725887897607
1780,528431030,20,RL,9.26974071525763,4,Inside,Somerst,1Story,8,5,2006,2006,VinylSd,BrkFace,248.0,PConc,28.0,1496.0,1524.0,4,0,0.0,0.0,2,0,3,1,7,1,2.0,168,46,1,2007,12.2783933071098
746,903234220,50,RM,8.719317375506371,4,Inside,BrkSide,1.5Fin,5,6,1938,1950,Wd Sdng,None,0.0,BrkTil,273.0,679.0,952.0,3,588,0.0,0.0,2,0,3,1,6,1,1.0,189,0,2,2009,11.918390573078392
254,906402200,60,RL,9.423514392252901,4,Corner,SawyerW,2Story,7,5,1990,1990,Plywood,None,0.0,PConc,1470.0,203.0,1673.0,4,1523,1.0,0.0,3,0,5,1,11,2,3.0,367,0,5,2010,12.676076274775909
606,534400050,20,RL,9.21074029199751,4,Inside,NAmes,1Story,6,6,1964,1964,HdBoard,BrkFace,180.0,CBlock,196.0,975.0,1516.0,3,0,0.0,0.0,1,1,3,1,6,0,2.0,0,0,2,2009,12.025749091398891
2703,904301410,30,RL,9.017968479328726,4,Inside,Edwards,1Story,5,7,1935,1950,Wd Sdng,None,0.0,Slab,0.0,0.0,0.0,3,0,0.0,0.0,1,0,2,1,6,1,1.0,0,0,6,2006,11.736069016284437
1306,902207120,20,RM,9.40960098282706,4,Inside,OldTown,1Story,3,1,1949,1992,MetalSd,None,0.0,BrkTil,0.0,448.0,448.0,4,0,0.0,0.0,2,0,5,1,6,0,0.0,0,0,12,2008,11.082142548877775
2102,906380010,20,RL,9.32143441948177,3,Corner,CollgCr,1Story,7,5,2007,2007,VinylSd,None,0.0,PConc,0.0,1316.0,1316.0,5,0,0.0,0.0,2,0,3,1,6,1,2.0,0,20,10,2007,12.206777397134413
941,910204050,70,RM,9.06647000155648,4,Inside,IDOTRR,2Story,5,6,1900,1993,AsbShng,None,0.0,BrkTil,0.0,760.0,760.0,5,928,0.0,0.0,2,0,5,1,11,0,2.0,467,160,12,2009,11.719939634354555
2699,904100030,50,RL,9.423433587436891,4,Inside,Sawyer,1.5Fin,5,5,1951,1951,HdBoard,Stone,41.0,CBlock,329.0,477.0,806.0,3,341,1.0,0.0,1,0,3,1,7,1,1.0,0,0,6,2006,11.831379196088763
2127,907135180,20,RL,8.995908761263994,4,Inside,CollgCr,1Story,4,5,1994,1995,VinylSd,None,0.0,PConc,588.0,402.0,990.0,5,0,1.0,0.0,1,0,3,1,5,0,0.0,0,0,8,2007,11.724805824005728
2607,535401140,20,RL,9.066239028001926,4,Inside,NAmes,1Story,6,5,1965,1965,Wd Sdng,BrkFace,101.0,CBlock,643.0,445.0,1088.0,5,0,0.0,0.0,2,0,3,1,6,1,2.0,0,138,12,2006,11.982929094215963
1754,528275035,60,RL,8.995040974685022,4,Inside,Gilbert,2Story,6,5,2000,2000,VinylSd,None,0.0,PConc,0.0,924.0,924.0,5,742,0.0,0.0,2,1,3,1,7,1,2.0,100,48,11,2007,12.106252310247962
1367,903475020,20,RM,9.016148642611741,3,Inside,OldTown,1Story,5,7,1955,1995,MetalSd,None,0.0,CBlock,180.0,0.0,825.0,3,0,1.0,0.0,1,0,2,1,4,0,2.0,140,50,6,2008,11.736069016284437
580,534125080,60,RL,9.367344120785848,4,Inside,NWAmes,2Story,6,6,1968,1968,MetalSd,None,0.0,CBlock,298.0,429.0,727.0,5,727,0.0,0.0,1,1,4,1,8,0,2.0,0,0,5,2009,11.944707881395766
341,924152030,60,RL,9.469700127423375,4,Inside,Mitchel,2Story,6,5,1993,1994,VinylSd,None,0.0,PConc,944.0,208.0,1152.0,5,645,1.0,0.0,2,1,3,1,7,1,2.0,162,312,3,2010,12.35017298950393
26,527403020,20,RL,9.041921720351219,4,Inside,NAmes,1Story,5,6,1968,1968,VinylSd,None,0.0,CBlock,775.0,281.0,1056.0,5,0,1.0,0.0,1,0,3,1,6,1,1.0,0,85,7,2010,11.863582336583399
2884,911370430,120,RM,8.656607247198915,3,Inside,Crawfor,1Story,8,5,2005,2006,CemntBd,Stone,473.0,PConc,1573.0,0.0,1573.0,5,0,2.0,0.0,2,0,2,1,5,1,2.0,123,53,2,2006,12.834681304952548
28,527425090,20,RL,9.259130536145614,4,FR2,NAmes,1Story,4,5,1971,1971,HdBoard,None,0.0,CBlock,432.0,432.0,864.0,3,0,0.0,0.0,1,0,3,1,5,1,0.0,0,0,4,2010,11.652687407345388
531,528488100,20,FV,8.922658299524402,4,Inside,Somerst,1Story,7,5,2004,2005,VinylSd,None,0.0,PConc,410.0,811.0,1221.0,5,0,1.0,0.0,2,0,2,1,6,0,2.0,0,113,10,2009,12.128111104060462
2189,908228010,40,RL,9.21453157659465,4,Corner,Edwards,1.5Fin,6,8,1920,1995,Wd Sdng,None,0.0,BrkTil,144.0,238.0,660.0,3,125,1.0,0.0,1,0,2,1,4,1,1.0,0,0,8,2007,11.594505451962652
2508,533212110,160,FV,7.841492924460013,4,Inside,Somerst,2Story,7,5,2005,2005,MetalSd,None,0.0,PConc,0.0,600.0,600.0,5,623,0.0,0.0,2,1,2,1,4,0,2.0,0,166,7,2006,11.900905258737373
573,533223030,160,FV,8.234299635696253,4,FR2,Somerst,2Story,7,5,1999,1999,MetalSd,BrkFace,218.0,PConc,549.0,142.0,691.0,5,739,1.0,0.0,2,1,3,1,6,0,2.0,0,34,9,2009,11.957611286231675
1363,903455030,50,RM,9.241839039035554,4,Inside,IDOTRR,1.5Fin,5,6,1915,1978,HdBoard,None,0.0,BrkTil,0.0,880.0,880.0,4,428,0.0,0.0,2,0,2,1,6,0,2.0,0,0,4,2008,11.695247021764184
487,528290030,80,RL,9.1833801903934,3,Inside,Gilbert,SLvl,7,5,2004,2004,VinylSd,None,0.0,PConc,241.0,30.0,384.0,5,630,0.0,0.0,2,1,3,1,7,0,2.0,0,0,5,2009,12.025749091398891
1083,528228445,120,RL,8.065265208897733,4,Inside,Blmngtn,1Story,7,5,2005,2006,VinylSd,BrkFace,14.0,PConc,16.0,1330.0,1346.0,5,0,0.0,0.0,2,0,2,1,7,1,2.0,156,20,5,2008,12.160028707028767
1620,527110130,80,RL,9.090655529030203,3,Inside,Gilbert,SLvl,6,5,1997,1997,VinylSd,None,0.0,PConc,0.0,384.0,384.0,4,630,0.0,0.0,2,1,3,1,7,1,2.0,0,0,3,2007,11.992260421644849
1929,535181140,20,RL,9.409027282856401,3,Inside,NAmes,1Story,5,6,1955,1975,VinylSd,None,0.0,CBlock,780.0,424.0,1204.0,3,0,0.0,0.0,1,0,3,1,7,1,1.0,278,82,6,2007,11.77528972943772
1820,532354010,20,RL,9.045465728785949,4,Corner,Sawyer,1Story,5,6,1963,1963,HdBoard,None,0.0,CBlock,630.0,340.0,970.0,3,0,1.0,0.0,1,0,2,1,5,0,2.0,0,24,7,2007,11.794337924408413
1398,905300020,80,RL,9.230142999272362,4,Inside,Sawyer,SLvl,5,8,1970,1970,HdBoard,None,0.0,PConc,704.0,160.0,864.0,5,0,0.0,0.0,1,0,3,1,5,0,3.0,143,0,6,2008,11.877568578558138
2177,908152180,90,RL,9.164819856674374,3,CulDSac,Edwards,2Story,5,6,1979,1979,Plywood,None,0.0,Slab,0.0,0.0,0.0,3,1133,0.0,0.0,2,1,5,2,11,0,2.0,0,0,2,2007,11.856515169360305
2144,907227100,20,RL,8.881836305004146,4,Inside,CollgCr,1Story,4,8,1972,2006,Plywood,None,0.0,CBlock,385.0,0.0,385.0,4,0,0.0,0.0,1,0,3,1,5,0,2.0,352,0,10,2007,11.669929213779893
2697,903456090,190,RM,8.821732380934442,4,Inside,IDOTRR,1.5Fin,6,8,1935,1982,Wd Sdng,None,0.0,CBlock,490.0,30.0,520.0,4,0,1.0,0.0,1,0,2,1,5,0,0.0,53,0,6,2006,11.344506813345266
1403,905401060,20,RL,10.882321065382621,3,CulDSac,ClearCr,1Story,4,6,1954,1994,Plywood,None,0.0,CBlock,1116.0,248.0,1364.0,5,0,1.0,0.0,1,0,2,1,6,2,2.0,224,137,3,2008,12.4529327234617
596,534226120,20,RL,9.116029692504942,4,Inside,NAmes,1Story,5,6,1965,1965,VinylSd,None,0.0,CBlock,338.0,121.0,925.0,5,0,0.0,1.0,1,0,2,1,5,0,1.0,0,0,7,2009,11.67419361256635
922,909276200,50,RL,9.169518377455928,3,Inside,Crawfor,1.5Fin,5,7,1940,1950,MetalSd,None,0.0,BrkTil,428.0,300.0,728.0,5,332,1.0,0.0,1,1,2,1,7,2,1.0,0,70,6,2009,11.982929094215963
2065,905201080,20,RL,9.559235128595953,4,Inside,Sawyer,1Story,5,5,1956,1998,BrkFace,None,0.0,CBlock,386.0,332.0,1240.0,4,0,1.0,0.0,1,0,3,1,6,1,1.0,0,0,12,2007,12.138863895836725
1710,528166150,60,RL,9.56640512978922,4,Inside,NridgHt,2Story,8,5,2003,2003,VinylSd,BrkFace,280.0,PConc,938.0,379.0,1317.0,5,1168,1.0,0.0,2,1,3,1,7,1,3.0,192,228,1,2007,12.765688433465597
1034,527401130,90,RL,9.104979856318357,4,FR2,NAmes,2Story,5,5,1974,1974,VinylSd,None,0.0,CBlock,0.0,896.0,896.0,3,896,0.0,0.0,2,2,4,2,8,0,2.0,0,45,6,2008,11.79810440720389
470,528228295,120,RL,8.19836438996762,4,Inside,Blmngtn,1Story,7,5,2007,2007,VinylSd,BrkFace,130.0,PConc,988.0,398.0,1386.0,5,0,0.0,1.0,2,0,1,1,7,1,3.0,143,20,5,2009,12.077670930725649
819,906340100,20,RL,9.299541017434485,4,Inside,CollgCr,1Story,9,5,2009,2009,VinylSd,Stone,242.0,PConc,1021.0,534.0,1555.0,5,0,1.0,0.0,1,1,1,1,8,1,3.0,185,24,7,2009,12.686218418914901
2160,907405130,20,RL,9.041921720351219,4,Inside,CollgCr,1Story,7,5,2003,2003,VinylSd,None,0.0,PConc,699.0,638.0,1337.0,5,0,1.0,0.0,2,0,3,1,6,0,2.0,0,39,10,2007,12.128111104060462
2552,534430050,30,RL,9.053686561930807,4,Inside,NAmes,1Story,6,8,1934,1950,MetalSd,None,0.0,CBlock,574.0,242.0,816.0,5,0,1.0,0.0,1,0,2,1,4,1,1.0,228,0,7,2006,11.773750083252127
41,528120100,20,RL,9.40771473139643,4,Corner,NridgHt,1Story,7,5,2005,2005,VinylSd,BrkFace,226.0,PConc,1201.0,340.0,1541.0,5,0,0.0,0.0,2,0,3,1,7,1,2.0,0,70,5,2010,12.301382825334498
742,903231030,50,RM,8.719317375506371,4,Inside,BrkSide,1.5Fin,4,7,1935,1995,AsbShng,None,0.0,BrkTil,0.0,884.0,884.0,5,584,0.0,0.0,1,0,3,1,6,0,1.0,0,0,7,2009,11.79810440720389
686,535454100,50,RL,9.287301413112312,4,Inside,NAmes,1.5Fin,4,7,1949,1996,MetalSd,None,0.0,CBlock,0.0,832.0,832.0,3,629,0.0,0.0,2,0,4,1,6,0,1.0,0,204,8,2009,11.801856756822442
314,914478110,90,RL,9.454070556898781,3,Inside,Mitchel,1Story,6,5,1976,1976,Plywood,None,0.0,CBlock,0.0,1958.0,1958.0,3,0,0.0,0.0,3,0,5,2,9,0,2.0,0,0,3,2010,12.043553716032399
1630,527165170,60,RL,8.943114308091785,3,CulDSac,Gilbert,2Story,6,5,1993,1994,HdBoard,None,0.0,PConc,0.0,903.0,903.0,4,732,0.0,0.0,2,1,3,1,7,1,2.0,290,84,7,2007,12.031719258385396
191,902403070,70,RM,9.264828557260252,4,Inside,OldTown,2Story,6,7,1922,1994,Wd Sdng,None,0.0,CBlock,283.0,455.0,738.0,5,602,0.0,0.0,1,1,2,1,6,0,2.0,0,0,6,2010,11.854740546001937
1626,527162140,60,RL,8.922658299524402,4,Inside,Gilbert,2Story,6,5,1999,2003,VinylSd,None,0.0,PConc,0.0,938.0,938.0,5,1342,0.0,0.0,3,1,5,1,7,1,2.0,188,30,8,2007,12.225875272826354
59,528292020,60,RL,9.15957325492253,3,CulDSac,Gilbert,2Story,7,5,2001,2001,VinylSd,BrkFace,180.0,PConc,0.0,884.0,884.0,5,1151,0.0,0.0,2,1,3,1,8,1,2.0,144,48,5,2010,12.312682380588432
2632,535478010,85,RL,9.230633075243945,3,Inside,NAmes,SFoyer,5,5,1962,1962,MetalSd,None,0.0,CBlock,784.0,141.0,925.0,3,0,1.0,0.0,1,0,3,1,6,0,1.0,150,72,5,2006,11.809319478024031
1835,533205110,120,FV,8.384575666801398,3,FR2,Somerst,1Story,8,5,2004,2004,MetalSd,None,0.0,PConc,851.0,527.0,1378.0,5,0,1.0,0.0,2,0,2,1,6,1,2.0,160,56,7,2007,12.273731294003989
2675,903229040,190,RM,8.961879012677683,4,Inside,OldTown,1.5Fin,5,7,1939,1950,MetalSd,None,0.0,CBlock,507.0,286.0,793.0,3,325,1.0,0.0,1,0,3,1,5,1,2.0,0,0,5,2006,11.694413341015606
1503,908201120,90,RL,9.401621670141608,4,Inside,Edwards,1Story,4,4,1955,1955,VinylSd,BrkFace,270.0,CBlock,133.0,1307.0,1440.0,3,0,0.0,0.0,2,0,4,2,8,0,0.0,0,0,9,2008,11.678439903447801
1963,535452060,20,RL,8.85366542803745,4,Inside,NAmes,1Story,5,7,1960,2002,Wd Sdng,BrkFace,45.0,CBlock,588.0,422.0,1010.0,5,0,0.0,0.0,1,0,2,1,6,0,1.0,0,16,4,2007,11.813030057420567
1352,903400180,50,RL,9.47677327138879,4,Inside,BrkSide,1.5Fin,6,7,1923,2000,Wd Sdng,None,0.0,BrkTil,0.0,833.0,833.0,4,795,0.0,0.0,1,1,4,1,8,1,2.0,0,0,6,2008,12.240474072247506
1519,909175100,50,RL,9.035986984831405,4,Inside,SWISU,1.5Fin,6,5,1925,1950,MetalSd,None,0.0,PConc,423.0,758.0,1181.0,2,304,0.0,0.0,2,0,4,1,7,1,2.0,342,0,6,2008,11.824079893607152
1305,902205140,20,RM,8.699514748210191,4,Corner,OldTown,1Story,4,7,1954,2000,MetalSd,None,0.0,CBlock,0.0,901.0,901.0,5,0,0.0,0.0,1,0,2,1,4,0,1.0,0,0,8,2008,11.588960151246226
2014,903231090,50,RM,8.738735461363474,4,Inside,BrkSide,1.5Fin,6,5,1938,1950,VinylSd,None,0.0,BrkTil,52.0,809.0,861.0,4,548,1.0,0.0,1,1,3,1,6,1,2.0,225,0,3,2007,11.744037185933616
1,526301100,20,RL,10.366277727263562,3,Corner,NAmes,1Story,6,5,1960,1960,BrkFace,Stone,112.0,CBlock,639.0,441.0,1080.0,2,0,1.0,0.0,1,0,3,1,7,2,2.0,210,62,5,2010,12.2783933071098
622,534478230,20,RL,9.169518377455928,4,Inside,NAmes,1Story,5,7,1950,2007,MetalSd,None,0.0,CBlock,607.0,506.0,1113.0,4,0,0.0,0.0,1,0,3,1,5,1,1.0,0,80,7,2009,11.898187865760873
913,909251050,30,RL,9.056489647157923,4,Inside,Crawfor,1Story,6,8,1916,2000,Stucco,None,0.0,BrkTil,0.0,816.0,816.0,5,0,0.0,0.0,1,0,3,1,6,1,2.0,0,0,10,2009,11.901583454762012
2348,527354040,20,RL,9.249561085129464,4,Inside,NWAmes,1Story,7,5,1988,1988,Wd Sdng,BrkFace,102.0,CBlock,929.0,916.0,1845.0,4,0,0.0,1.0,2,0,3,1,6,1,2.0,197,39,6,2006,12.394624752074764
1527,909252220,50,RL,9.652715834104445,4,Inside,Crawfor,1.5Fin,6,6,1914,1995,Wd Sdng,None,0.0,BrkTil,0.0,676.0,676.0,5,588,0.0,0.0,1,0,3,1,6,0,2.0,424,0,1,2008,11.901583454762012
1011,527208010,60,RL,9.513625087655372,3,Corner,StoneBr,2Story,8,5,2005,2005,VinylSd,Stone,130.0,PConc,16.0,1152.0,1168.0,5,1332,0.0,0.0,3,1,5,1,9,1,3.0,192,32,7,2008,12.779873068457553
1332,903225050,45,RM,8.720950028930258,4,Inside,BrkSide,1.5Unf,5,6,1924,1950,MetalSd,None,0.0,BrkTil,784.0,0.0,784.0,4,0,1.0,0.0,1,0,2,1,5,0,0.0,0,0,5,2008,11.603679828238693
709,902205010,30,RM,8.686935966003333,4,Corner,OldTown,1Story,2,4,1940,1950,MetalSd,None,0.0,BrkTil,0.0,0.0,0.0,2,0,0.0,0.0,1,0,1,1,4,0,1.0,0,0,10,2009,10.714417768752456
209,904100140,70,RL,10.089552095608918,4,Inside,ClearCr,2Story,7,7,1940,1950,MetalSd,None,0.0,CBlock,0.0,1032.0,1032.0,5,1196,0.0,0.0,2,0,4,1,10,2,1.0,56,0,6,2010,12.406561506279576
619,534476150,20,RL,9.169518377455928,4,Inside,NAmes,1Story,6,5,1953,1953,HdBoard,Stone,238.0,CBlock,1285.0,131.0,1416.0,3,0,1.0,0.0,1,0,3,1,7,2,2.0,110,0,10,2009,12.025749091398891
2150,907262020,60,RL,9.006754319877503,4,Inside,CollgCr,2Story,7,5,2002,2002,VinylSd,BrkFace,214.0,PConc,0.0,860.0,860.0,5,869,0.0,0.0,2,1,3,1,7,0,2.0,386,63,8,2007,12.206072645530174
2704,904302020,30,RL,8.560252680876685,3,Inside,SWISU,1Story,5,3,1936,1950,Wd Sdng,None,0.0,BrkTil,0.0,830.0,830.0,4,0,0.0,0.0,1,0,2,1,4,0,1.0,0,108,1,2006,11.289781913656018
2839,908275220,20,RL,9.008468955937513,4,Inside,Edwards,1Story,5,7,1955,1990,WdShing,None,0.0,CBlock,167.0,697.0,864.0,3,0,1.0,0.0,1,0,2,1,5,0,2.0,0,0,4,2006,11.652687407345388
1242,535178060,20,RL,9.104979856318357,4,Inside,NAmes,1Story,6,5,1956,1956,Wd Sdng,BrkFace,74.0,CBlock,616.0,580.0,1196.0,4,0,1.0,0.0,1,0,2,1,6,1,1.0,0,44,5,2008,11.842229212112828
2714,905107070,60,RL,8.967504187316237,4,Inside,Sawyer,2Story,6,7,1978,1978,HdBoard,BrkFace,203.0,CBlock,209.0,463.0,672.0,3,728,0.0,0.0,1,1,3,1,6,1,2.0,0,0,3,2006,11.915051671812877
799,905480210,70,RL,9.114269903225448,4,Inside,Edwards,2Story,4,5,1940,1950,MetalSd,None,0.0,CBlock,0.0,755.0,755.0,3,755,1.0,0.0,1,0,4,1,7,1,1.0,120,0,10,2009,11.589886506106357
1260,535383100,190,RL,9.287301413112312,4,Inside,OldTown,2Story,4,7,1900,2000,MetalSd,None,0.0,BrkTil,0.0,0.0,0.0,3,600,0.0,0.0,2,0,3,2,7,0,0.0,220,114,8,2008,11.573550086786664
2107,906380160,20,RL,9.054388070202297,4,Inside,CollgCr,1Story,7,5,2006,2006,VinylSd,None,0.0,PConc,0.0,1240.0,1240.0,5,0,0.0,0.0,2,0,2,1,5,0,3.0,140,93,5,2007,12.175613438045465
2486,532351060,20,RL,9.116029692504942,4,Inside,Sawyer,1Story,5,4,1962,1962,Wd Sdng,BrkFace,51.0,CBlock,36.0,952.0,988.0,5,0,1.0,0.0,1,0,3,1,6,0,2.0,0,0,7,2006,11.771436160121729
1911,535101150,90,RL,9.067393362656249,4,Corner,NAmes,1Story,5,5,1968,1968,MetalSd,None,0.0,CBlock,0.0,1560.0,1560.0,3,0,0.0,0.0,2,0,4,2,8,0,3.0,0,0,5,2007,11.744037185933616
896,908225290,20,RL,9.37305428246393,4,Inside,Edwards,1Story,5,5,1950,1950,MetalSd,None,0.0,CBlock,1078.0,0.0,1078.0,3,0,1.0,0.0,1,0,3,1,6,0,1.0,0,41,6,2009,11.695247021764184
272,907410080,20,RL,9.035986984831405,4,Inside,CollgCr,1Story,7,5,2004,2005,VinylSd,BrkFace,109.0,PConc,712.0,761.0,1473.0,5,0,1.0,0.0,2,0,3,1,7,0,2.0,0,35,5,2010,12.269047444691562
2521,533253090,120,RL,8.262042843966942,3,Inside,Greens,1Story,8,5,1980,1980,Wd Sdng,None,0.0,CBlock,807.0,419.0,1226.0,3,0,1.0,0.0,1,0,1,1,4,1,2.0,133,78,7,2006,12.154779351142624
2324,527158020,20,RL,8.996651979432729,3,Inside,Gilbert,1Story,6,6,1993,1994,HdBoard,BrkFace,112.0,PConc,705.0,455.0,1160.0,4,0,0.0,1.0,2,0,3,1,6,1,2.0,0,26,7,2006,12.119969946476761
1953,535402140,80,RL,9.219300113347655,3,Inside,NAmes,SLvl,7,5,1963,1999,Plywood,BrkFace,364.0,CBlock,242.0,0.0,725.0,3,616,0.0,1.0,2,0,4,1,6,2,1.0,460,46,10,2007,12.05524975579559
887,908102290,20,RL,9.09121894106832,4,Inside,Edwards,1Story,4,6,1938,1958,MetalSd,None,0.0,CBlock,690.0,126.0,816.0,5,0,1.0,0.0,1,0,2,1,3,1,1.0,0,0,5,2009,11.512925464970229
1479,907418010,20,RL,9.310909426897878,4,Corner,CollgCr,1Story,7,6,2007,2007,VinylSd,Stone,212.0,PConc,56.0,1508.0,1564.0,5,0,0.0,0.0,2,0,3,1,6,0,3.0,0,24,2,2008,12.2960778698166
1317,902326060,190,RM,9.287301413112312,4,Inside,OldTown,1.5Fin,6,7,1905,2000,Wd Sdng,None,0.0,BrkTil,0.0,482.0,482.0,5,691,0.0,0.0,2,0,3,2,7,1,2.0,0,25,4,2008,12.0015054797889
1750,528235170,20,RL,9.299815378403785,3,Inside,Gilbert,1Story,7,5,2006,2006,VinylSd,None,0.0,PConc,0.0,1510.0,1510.0,5,0,0.0,0.0,2,1,3,1,6,1,2.0,100,18,4,2007,12.238443025560624
2815,907420070,60,RL,9.0432226489245,4,Inside,CollgCr,2Story,6,5,2005,2006,VinylSd,None,0.0,PConc,0.0,728.0,728.0,5,728,0.0,0.0,2,1,3,1,8,1,2.0,0,24,7,2006,12.007560729337492
2692,903452090,70,RM,8.925055424124123,4,FR3,IDOTRR,2Story,5,8,1910,2004,AsbShng,None,0.0,BrkTil,0.0,396.0,396.0,4,665,0.0,0.0,1,0,3,1,7,0,1.0,0,72,7,2006,11.665646551987892
1090,528240050,60,RL,8.988446040062405,3,Inside,Gilbert,2Story,7,5,2002,2003,VinylSd,None,0.0,PConc,0.0,840.0,840.0,5,880,0.0,0.0,2,1,3,1,7,1,2.0,138,48,7,2008,12.144197241812087
1912,535102010,85,RL,9.215327913487222,3,Inside,NAmes,SFoyer,5,6,1966,1966,HdBoard,BrkFace,87.0,CBlock,602.0,191.0,793.0,5,0,0.0,1.0,2,0,3,1,6,1,2.0,140,40,6,2007,12.072541252905651
1634,527184020,120,RL,8.463792414689122,3,Inside,StoneBr,1Story,8,5,1988,1988,CemntBd,None,0.0,CBlock,248.0,918.0,1166.0,4,0,1.0,0.0,2,0,2,1,5,0,2.0,0,108,10,2007,12.111761966058932
1974,902100010,30,RM,8.85051762174672,4,Inside,OldTown,1Story,5,7,1926,1980,MetalSd,None,0.0,BrkTil,0.0,850.0,850.0,3,0,0.0,0.0,1,0,2,1,5,0,2.0,0,0,4,2007,11.542484267211773
634,535154130,20,RL,9.131297164635729,3,Inside,NAmes,1Story,6,8,1959,1998,MetalSd,None,0.0,CBlock,708.0,280.0,988.0,3,0,1.0,0.0,2,0,3,1,6,0,1.0,156,0,6,2009,11.915051671812877
1683,527455030,120,RL,7.742402021815782,4,Inside,NPkVill,1Story,7,7,1978,1978,Plywood,None,0.0,CBlock,632.0,423.0,1061.0,3,0,0.0,0.0,2,0,2,1,4,0,1.0,108,32,4,2007,11.867097278690842
2199,909251030,30,RL,8.885025658050846,4,Inside,Crawfor,1Story,5,5,1926,1950,Stucco,None,0.0,PConc,319.0,971.0,1290.0,3,0,0.0,0.0,1,0,3,1,6,0,1.0,0,0,4,2007,11.824079893607152
2789,907230240,160,RH,8.192016914536875,3,Inside,Landmrk,2Story,6,5,1993,1994,VinylSd,None,0.0,PConc,338.0,292.0,630.0,5,690,0.0,0.0,2,1,3,1,5,0,2.0,0,48,6,2006,11.827736204810263
1018,527301245,20,RL,9.447781227991216,3,Inside,NWAmes,1Story,7,6,1988,1988,Plywood,BrkFace,102.0,CBlock,983.0,692.0,1675.0,5,0,1.0,0.0,2,0,2,1,6,1,2.0,0,48,6,2008,12.330500223905226
14,527180040,20,RL,9.227787285579904,4,Inside,Gilbert,1Story,7,5,1990,1990,HdBoard,None,0.0,PConc,637.0,663.0,1300.0,4,0,1.0,0.0,1,1,2,1,5,1,2.0,192,0,2,2010,12.052338545588132
2782,907200170,80,RL,9.285447844462988,3,Inside,CollgCr,SLvl,5,5,1976,1976,MetalSd,None,0.0,CBlock,483.0,428.0,911.0,4,0,0.0,0.0,1,0,3,1,6,0,2.0,0,0,7,2006,11.794337924408413
2626,535454050,90,RL,9.052984561199976,4,Inside,NAmes,1Story,3,4,1949,1950,Stucco,BrkFace,340.0,Slab,0.0,0.0,0.0,2,0,0.0,0.0,2,0,2,2,6,0,2.0,0,0,5,2006,11.379394072345706
1175,533234020,60,FV,9.272939513732704,3,Corner,Somerst,2Story,7,5,2001,2001,VinylSd,BrkFace,513.0,PConc,681.0,177.0,858.0,5,917,1.0,0.0,2,1,3,1,7,1,2.0,0,0,6,2008,12.314927050442256
